ges,price,surface,link,city,hasPictures,title,nbrRooms,ces,state,postalCode,isPro,m2price
,175000,90,//www.leboncoin.fr/ventes_immobilieres/867372876.htm?ca=16_s,Cazères,True,Maison 4 pieces 90 m2,4,, Haute-Garonne ,31220,True,1944
,468000,375,//www.leboncoin.fr/ventes_immobilieres/923061692.htm?ca=16_s,Vallesvilles,True,Maison 8 pièces 375 m²,8,d, Haute-Garonne ,31570,True,1248
d,225000,82,//www.leboncoin.fr/ventes_immobilieres/923025154.htm?ca=16_s,Mondonville,True,Maison 5 pièces 82 m²,5,d, Haute-Garonne ,31700,True,2743
d,480000,163,//www.leboncoin.fr/ventes_immobilieres/792975675.htm?ca=16_s,,True,Maison 5 pièces 163 m²,5,d,,31130,True,2944
d,598000,0,//www.leboncoin.fr/ventes_immobilieres/900987602.htm?ca=16_s,Verfeil,True,Maison 1 pièce Verfeil 20 Mn,1,d, Haute-Garonne ,31590,True,0
d,325000,116,//www.leboncoin.fr/ventes_immobilieres/923024081.htm?ca=16_s,Aucamville,True,Villa 5 pièces 116 m²,5,d, Haute-Garonne ,31140,True,2801
,321000,200,//www.leboncoin.fr/ventes_immobilieres/923012241.htm?ca=16_s,,True,Produit d'exception a 15 mns de St Gaudens,4,,,31800,True,1605
d,299000,94,//www.leboncoin.fr/ventes_immobilieres/923010942.htm?ca=16_s,Toulouse,True,"LARDENNE Villa T5 au calme, pas de vis à vis",5,d, Haute-Garonne ,31100,True,3180
d,490000,210,//www.leboncoin.fr/ventes_immobilieres/753825532.htm?ca=16_s,PlaisanceduTouch,True,Villa 8 pièces 210 m²,8,d, Haute-Garonne ,31830,True,2333
d,366500,155,//www.leboncoin.fr/ventes_immobilieres/751434401.htm?ca=16_s,Carbonne,True,Maison 5 pièces 155 m²,5,d, Haute-Garonne ,31390,True,2364
,397000,798,//www.leboncoin.fr/ventes_immobilieres/923007360.htm?ca=16_s,Bruguières,True,MAISONS ANCIENNES D'ENVIRON 798 m² HABITABLE,0,, Haute-Garonne ,31150,True,497
d,775000,230,//www.leboncoin.fr/ventes_immobilieres/790550419.htm?ca=16_s,VieilleToulouse,True,Maison 8 pièces 230 m²,8,d, Haute-Garonne ,31320,True,3369
d,385000,265,//www.leboncoin.fr/ventes_immobilieres/923005367.htm?ca=16_s,SaintLys,False,Magnifique villa,8,d, Haute-Garonne ,31470,True,1452
d,475000,171,//www.leboncoin.fr/ventes_immobilieres/794149152.htm?ca=16_s,Léguevin,True,Maison 5 pièces 171 m²,5,d, Haute-Garonne ,31490,True,2777
d,169000,120,//www.leboncoin.fr/ventes_immobilieres/814247714.htm?ca=16_s,Gratens,True,Maison 6 pièces 120 m²,6,d, Haute-Garonne ,31430,True,1408
d,580000,170,//www.leboncoin.fr/ventes_immobilieres/922998023.htm?ca=16_s,Toulouse,True,Toulousaine 1940 de 170 m²BUSCA/CRAMPEL,5,d, Haute-Garonne ,31400,True,3411
d,300000,0,//www.leboncoin.fr/ventes_immobilieres/922997243.htm?ca=16_s,Montmaurin,True,Ensemble immobilier,0,d, Haute-Garonne ,31350,True,0
d,160000,146,//www.leboncoin.fr/ventes_immobilieres/922994012.htm?ca=16_s,Carbonne,True,Maison de village - T6 - 146 m² - Noé / Carbonne,6,d, Haute-Garonne ,31390,True,1095
d,163000,190,//www.leboncoin.fr/ventes_immobilieres/836630798.htm?ca=16_s,Revel,True,Maison 6 pièces 190 m²,6,d, Haute-Garonne ,31250,True,857
d,147000,95,//www.leboncoin.fr/ventes_immobilieres/811503467.htm?ca=16_s,Revel,True,Maison 4 pièces 95 m²,4,d, Haute-Garonne ,31250,True,1547
d,495000,166,//www.leboncoin.fr/ventes_immobilieres/923060923.htm?ca=16_s,RamonvilleSaintAgne,True,Maison 6 pièces 166 m²,6,d, Haute-Garonne ,31520,True,2981
d,55000,60,//www.leboncoin.fr/ventes_immobilieres/763419048.htm?ca=16_s,Revel,True,Maison de village 3 pièces 60 m²,3,d, Haute-Garonne ,31250,True,916
d,505000,430,//www.leboncoin.fr/ventes_immobilieres/740235440.htm?ca=16_s,CastanetTolosan,True,Maison 12 pièces 430 m²,12,d, Haute-Garonne ,31320,True,1174
d,354000,370,//www.leboncoin.fr/ventes_immobilieres/753565590.htm?ca=16_s,SaintSulpicesurLèze,True,Maison 6 pièces 370 m²,6,d, Haute-Garonne ,31410,True,956
d,325000,130,//www.leboncoin.fr/ventes_immobilieres/880336191.htm?ca=16_s,RamonvilleSaintAgne,True,Maison 5 pièces 130 m²,5,d, Haute-Garonne ,31520,True,2500
d,368000,214,//www.leboncoin.fr/ventes_immobilieres/751426712.htm?ca=16_s,Calmont,True,Villa 6 pièces 214 m²,6,d, Haute-Garonne ,31560,True,1719
d,245000,120,//www.leboncoin.fr/ventes_immobilieres/790572236.htm?ca=16_s,Bruguières,True,Villa 5 pièces 120 m²,5,d, Haute-Garonne ,31150,True,2041
d,499000,167,//www.leboncoin.fr/ventes_immobilieres/923169498.htm?ca=16_s,Blagnac,True,Maison 6 pièces 167 m²,6,d, Haute-Garonne ,31700,True,2988
d,400000,280,//www.leboncoin.fr/ventes_immobilieres/922977901.htm?ca=16_s,,True,Maison contemporaine 280 m² sur 6600 m²,0,d,,31660,True,1428
,378000,194,//www.leboncoin.fr/ventes_immobilieres/751413700.htm?ca=16_s,Vernet,True,Maison 5 pièces 194 m²,5,, Haute-Garonne ,31810,True,1948
d,348000,150,//www.leboncoin.fr/ventes_immobilieres/790383284.htm?ca=16_s,MontaigutsurSave,True,Villa 5 pièces 150 m²,5,d, Haute-Garonne ,31530,True,2320
d,280000,102,//www.leboncoin.fr/ventes_immobilieres/913563035.htm?ca=16_s,Colomiers,True,Villa t5 colomiers,5,d, Haute-Garonne ,31770,True,2745
d,280000,106,//www.leboncoin.fr/ventes_immobilieres/922972335.htm?ca=16_s,Grenade,False,Maison grenade,5,d, Haute-Garonne ,31330,True,2641
d,317000,139,//www.leboncoin.fr/ventes_immobilieres/834506459.htm?ca=16_s,LUnion,True,Maison 6 pièces 139 m²,6,d, Haute-Garonne ,31240,True,2280
d,0,80,//www.leboncoin.fr/ventes_immobilieres/922970699.htm?ca=16_s,,True,Maison au bord de l eau,3,d,,31800,True,0
d,565000,180,//www.leboncoin.fr/ventes_immobilieres/922970188.htm?ca=16_s,Pibrac,True,Pibrac ravissante villa T6 contemporaine,6,d, Haute-Garonne ,31820,True,3138
d,245000,80,//www.leboncoin.fr/ventes_immobilieres/814102631.htm?ca=16_s,Frouzins,True,Villa 4 pièces 80 m²,4,d, Haute-Garonne ,31270,True,3062
,220000,95,//www.leboncoin.fr/ventes_immobilieres/838786980.htm?ca=16_s,CastanetTolosan,True,Maison T4 Coteaux de Castanet,4,, Haute-Garonne ,31320,True,2315
d,79000,38,//www.leboncoin.fr/ventes_immobilieres/922963678.htm?ca=16_s,Daux,True,Maison de village t2,2,d, Haute-Garonne ,31700,True,2078
d,170000,108,//www.leboncoin.fr/ventes_immobilieres/751748921.htm?ca=16_s,Auterive,True,Maison de ville 5 pièces 108 m²,5,d, Haute-Garonne ,31190,True,1574
d,575000,200,//www.leboncoin.fr/ventes_immobilieres/922960259.htm?ca=16_s,Pibrac,True,Pibrac maison T5 avec piscine,5,d, Haute-Garonne ,31820,True,2875
d,449000,170,//www.leboncoin.fr/ventes_immobilieres/922959637.htm?ca=16_s,CastanetTolosan,True,Maison 7 pieces 170 m²,7,d, Haute-Garonne ,31320,True,2641
d,165000,90,//www.leboncoin.fr/ventes_immobilieres/907012797.htm?ca=16_s,Toulouse,True,Villa T5,5,d, Haute-Garonne ,31100,True,1833
d,212000,90,//www.leboncoin.fr/ventes_immobilieres/907007913.htm?ca=16_s,Toulouse,True,Villa T5,5,d, Haute-Garonne ,31100,True,2355
,180000,120,//www.leboncoin.fr/ventes_immobilieres/922955848.htm?ca=16_s,Cintegabelle,True,Maison de village,6,, Haute-Garonne ,31550,True,1500
d,289000,140,//www.leboncoin.fr/ventes_immobilieres/862539901.htm?ca=16_s,PlaisanceduTouch,True,Maison 5 pièces 140 m²,5,d, Haute-Garonne ,31830,True,2064
,196000,450,//www.leboncoin.fr/ventes_immobilieres/771330537.htm?ca=16_s,Seysses,True,Maison 4 pièces 450 m²,4,, Haute-Garonne ,31600,True,435
,275000,130,//www.leboncoin.fr/ventes_immobilieres/923061492.htm?ca=16_s,VillefranchedeLauragais,True,Maison 1 pièce 130 m²,1,, Haute-Garonne ,31290,True,2115
d,441000,230,//www.leboncoin.fr/ventes_immobilieres/923023870.htm?ca=16_s,Toulouse,True,Maison 6 pièces 230 m²,6,d, Haute-Garonne ,31200,True,1917
d,249500,148,//www.leboncoin.fr/ventes_immobilieres/825300477.htm?ca=16_s,SaintAlban,True,Maison 5 pièces 148 m²,5,d, Haute-Garonne ,31140,True,1685
d,845000,250,//www.leboncoin.fr/ventes_immobilieres/815381239.htm?ca=16_s,Toulouse,True,Maison 7 pièces 250 m²,7,d, Haute-Garonne ,31000,True,3380
d,135000,94,//www.leboncoin.fr/ventes_immobilieres/922941505.htm?ca=16_s,,True,Villa plain pied à 15mns de St Gaudens,4,d,,31800,True,1436
,199000,220,//www.leboncoin.fr/ventes_immobilieres/922940946.htm?ca=16_s,SaintGaudens,True,Belle maison 6 piéces,6,, Haute-Garonne ,31800,True,904
d,515000,331,//www.leboncoin.fr/ventes_immobilieres/923194838.htm?ca=16_s,Toulouse,True,Maison 6 pièces 331 m²,6,d, Haute-Garonne ,31000,True,1555
,280000,115,//www.leboncoin.fr/ventes_immobilieres/877032808.htm?ca=16_s,Fonsorbes,True,Maison 4 pièces 115 m²,4,d, Haute-Garonne ,31470,True,2434
d,493500,245,//www.leboncoin.fr/ventes_immobilieres/815396362.htm?ca=16_s,VillefranchedeLauragais,True,Maison 7 pièces 245 m²,7,d, Haute-Garonne ,31290,True,2014
d,258000,131,//www.leboncoin.fr/ventes_immobilieres/811547585.htm?ca=16_s,AvignonetLauragais,True,Villa 5 pièces 131 m²,5,d, Haute-Garonne ,31290,True,1969
d,241500,113,//www.leboncoin.fr/ventes_immobilieres/868916280.htm?ca=16_s,Revel,True,Maison 4 pièces 113 m²,4,d, Haute-Garonne ,31250,True,2137
d,693000,210,//www.leboncoin.fr/ventes_immobilieres/793967619.htm?ca=16_s,Tournefeuille,True,Maison 5 pièces 210 m²,5,d, Haute-Garonne ,31170,True,3300
d,660000,262,//www.leboncoin.fr/ventes_immobilieres/729747028.htm?ca=16_s,Balma,True,Villa 6 pièces 262 m²,6,d, Haute-Garonne ,31130,True,2519
d,302000,231,//www.leboncoin.fr/ventes_immobilieres/793588920.htm?ca=16_s,MontastruclaConseillère,True,Villa 8 pièces 231 m²,8,d, Haute-Garonne ,31380,True,1307
d,339000,130,//www.leboncoin.fr/ventes_immobilieres/751422452.htm?ca=16_s,Balma,True,Maison 6 pièces 130 m²,6,d, Haute-Garonne ,31130,True,2607
d,419000,187,//www.leboncoin.fr/ventes_immobilieres/751453528.htm?ca=16_s,SaintLéon,True,Maison 5 pièces 187 m²,5,d, Haute-Garonne ,31560,True,2240
d,1250000,213,//www.leboncoin.fr/ventes_immobilieres/922949958.htm?ca=16_s,Toulouse,True,Maison 7 pièces 213 m²,7,d, Haute-Garonne ,31000,True,5868
d,299000,270,//www.leboncoin.fr/ventes_immobilieres/922923083.htm?ca=16_s,SaintLéon,True,Maison T7 270m2 avec piscine et dependances,7,d, Haute-Garonne ,31560,True,1107
d,500000,125,//www.leboncoin.fr/ventes_immobilieres/834506435.htm?ca=16_s,Blagnac,True,Villa 5 pièces 125 m²,5,d, Haute-Garonne ,31700,True,4000
d,295000,151,//www.leboncoin.fr/ventes_immobilieres/794149272.htm?ca=16_s,Capens,True,Villa 7 pièces 151 m²,7,d, Haute-Garonne ,31410,True,1953
d,220000,90,//www.leboncoin.fr/ventes_immobilieres/922914926.htm?ca=16_s,Cugnaux,False,Maison t4,4,d, Haute-Garonne ,31270,True,2444
d,248000,64,//www.leboncoin.fr/ventes_immobilieres/922920542.htm?ca=16_s,Toulouse,True,Maison de ville 3 pièces 64 m²,3,d, Haute-Garonne ,31400,True,3875
d,258000,113,//www.leboncoin.fr/ventes_immobilieres/923026277.htm?ca=16_s,Seysses,True,Maison 4 pièces 113 m²,4,d, Haute-Garonne ,31600,True,2283
d,380000,240,//www.leboncoin.fr/ventes_immobilieres/751454037.htm?ca=16_s,Mauressac,True,Maison 5 pièces 240 m²,5,d, Haute-Garonne ,31190,True,1583
d,349000,165,//www.leboncoin.fr/ventes_immobilieres/751399726.htm?ca=16_s,Aussonne,True,Maison 6 pièces 165 m²,6,d, Haute-Garonne ,31840,True,2115
d,598000,0,//www.leboncoin.fr/ventes_immobilieres/900987577.htm?ca=16_s,Caraman,True,Maison 1 pièce Caraman 15 Mn,1,d, Haute-Garonne ,31460,True,0
d,959000,216,//www.leboncoin.fr/ventes_immobilieres/773617879.htm?ca=16_s,Toulouse,True,Maison 6 pièces 216 m²,6,d, Haute-Garonne ,31500,True,4439
d,348000,230,//www.leboncoin.fr/ventes_immobilieres/923194522.htm?ca=16_s,Fontenilles,True,Villa 6 pièces 230 m²,6,d, Haute-Garonne ,31470,True,1513
d,430000,195,//www.leboncoin.fr/ventes_immobilieres/922902625.htm?ca=16_s,Gratentour,True,Villa sur sous sol,8,d, Haute-Garonne ,31150,True,2205
d,317000,202,//www.leboncoin.fr/ventes_immobilieres/751441218.htm?ca=16_s,Léguevin,True,Villa 8 pièces 202 m²,8,d, Haute-Garonne ,31490,True,1569
d,325000,108,//www.leboncoin.fr/ventes_immobilieres/812565154.htm?ca=16_s,Mondonville,True,Maison 4 pièces 108 m²,4,d, Haute-Garonne ,31700,True,3009
d,515000,140,//www.leboncoin.fr/ventes_immobilieres/876885385.htm?ca=16_s,Toulouse,True,Maison de ville 6 pièces 140 m²,6,d, Haute-Garonne ,31400,True,3678
d,293000,130,//www.leboncoin.fr/ventes_immobilieres/923023944.htm?ca=16_s,Muret,True,Maison 5 pièces 130 m²,5,d, Haute-Garonne ,31600,True,2253
d,262500,135,//www.leboncoin.fr/ventes_immobilieres/815392201.htm?ca=16_s,MontaigutsurSave,True,Villa 5 pièces 135 m²,5,d, Haute-Garonne ,31530,True,1944
d,440000,260,//www.leboncoin.fr/ventes_immobilieres/922886480.htm?ca=16_s,RamonvilleSaintAgne,True,Maison Proche Toulouse et métro,7,d, Haute-Garonne ,31520,True,1692
d,117000,97,//www.leboncoin.fr/ventes_immobilieres/753761908.htm?ca=16_s,Calmont,True,Maison de ville 5 pièces 97 m²,5,d, Haute-Garonne ,31560,True,1206
d,706520,325,//www.leboncoin.fr/ventes_immobilieres/922887518.htm?ca=16_s,MontesquieuVolvestre,True,Moulin 10 pièces 325 m²,10,d, Haute-Garonne ,31310,True,2173
d,249000,90,//www.leboncoin.fr/ventes_immobilieres/922878589.htm?ca=16_s,SaintOrensdeGameville,True,Maison T4 90m² Saint Orens,4,d, Haute-Garonne ,31650,True,2766
,649000,185,//www.leboncoin.fr/ventes_immobilieres/877183507.htm?ca=16_s,Toulouse,True,Maison de ville 8 pièces 185 m²,8,d, Haute-Garonne ,31500,True,3508
,368000,190,//www.leboncoin.fr/ventes_immobilieres/753182333.htm?ca=16_s,Fonsorbes,True,Villa 5 pièces 190 m²,5,, Haute-Garonne ,31470,True,1936
d,220000,103,//www.leboncoin.fr/ventes_immobilieres/922869910.htm?ca=16_s,SaintJory,True,Charmante maison de ville rénovée avec jardin,4,d, Haute-Garonne ,31790,True,2135
d,339000,113,//www.leboncoin.fr/ventes_immobilieres/923023826.htm?ca=16_s,CastanetTolosan,True,Villa 5 pièces 113 m²,5,d, Haute-Garonne ,31320,True,3000
,600000,0,//www.leboncoin.fr/ventes_immobilieres/922868709.htm?ca=16_s,Toulouse,True,Maison quartier rangueil,7,, Haute-Garonne ,31500,True,0
d,285000,94,//www.leboncoin.fr/ventes_immobilieres/900997301.htm?ca=16_s,Beauzelle,True,Maison 4 pièces 94 m²,4,d, Haute-Garonne ,31700,True,3031
d,379000,160,//www.leboncoin.fr/ventes_immobilieres/922916697.htm?ca=16_s,Muret,True,Villa 6 pièces 160 m²,6,d, Haute-Garonne ,31600,True,2368
d,192000,146,//www.leboncoin.fr/ventes_immobilieres/751741244.htm?ca=16_s,Cazères,True,Maison 5 pièces 146 m²,5,d, Haute-Garonne ,31220,True,1315
d,322000,150,//www.leboncoin.fr/ventes_immobilieres/877176549.htm?ca=16_s,Vacquiers,True,Villa 5 pièces 150 m²,5,d, Haute-Garonne ,31340,True,2146
d,225000,80,//www.leboncoin.fr/ventes_immobilieres/922863693.htm?ca=16_s,Labège,True,Maison T4 Labège Village,4,d, Haute-Garonne ,31670,True,2812
d,292600,120,//www.leboncoin.fr/ventes_immobilieres/852124445.htm?ca=16_s,Aussonne,True,Maison 5 pièces 120 m²,5,d, Haute-Garonne ,31840,True,2438
d,272000,128,//www.leboncoin.fr/ventes_immobilieres/875209207.htm?ca=16_s,Aussonne,True,Maison 4 pièces 128 m²,4,d, Haute-Garonne ,31840,True,2125
d,468000,240,//www.leboncoin.fr/ventes_immobilieres/751399092.htm?ca=16_s,Aussonne,True,Maison 8 pièces 240 m²,8,d, Haute-Garonne ,31840,True,1950
d,322000,110,//www.leboncoin.fr/ventes_immobilieres/759494985.htm?ca=16_s,Aussonne,True,Maison 4 pièces 110 m²,4,d, Haute-Garonne ,31840,True,2927
d,325000,122,//www.leboncoin.fr/ventes_immobilieres/910137370.htm?ca=16_s,Aussonne,True,Maison 5 pièces 122 m²,5,d, Haute-Garonne ,31840,True,2663
d,184800,66,//www.leboncoin.fr/ventes_immobilieres/827818047.htm?ca=16_s,Aussonne,True,Maison 3 pièces 66 m²,3,d, Haute-Garonne ,31840,True,2800
d,490000,300,//www.leboncoin.fr/ventes_immobilieres/906290547.htm?ca=16_s,VillefranchedeLauragais,True,Ferme 4 pièces 300 m²,4,d, Haute-Garonne ,31290,True,1633
d,665000,280,//www.leboncoin.fr/ventes_immobilieres/812183591.htm?ca=16_s,Tournefeuille,True,Villa 8 pièces 280 m²,8,d, Haute-Garonne ,31170,True,2375
d,540000,167,//www.leboncoin.fr/ventes_immobilieres/917434522.htm?ca=16_s,Mondonville,True,Maison 6 pièces 167 m²,6,d, Haute-Garonne ,31700,True,3233
d,375000,127,//www.leboncoin.fr/ventes_immobilieres/906291704.htm?ca=16_s,Lanta,True,Maison 4 pièces 127 m²,4,d, Haute-Garonne ,31570,True,2952
d,250000,111,//www.leboncoin.fr/ventes_immobilieres/898496740.htm?ca=16_s,Aussonne,True,Maison 5 pièces 111 m²,5,d, Haute-Garonne ,31840,True,2252
,760000,300,//www.leboncoin.fr/ventes_immobilieres/906289660.htm?ca=16_s,Caraman,True,Maison 5 pièces 300 m²,5,d, Haute-Garonne ,31460,True,2533
d,265000,230,//www.leboncoin.fr/ventes_immobilieres/876998088.htm?ca=16_s,Eaunes,True,Maison 7 pièces 230 m²,7,d, Haute-Garonne ,31600,True,1152
d,220000,95,//www.leboncoin.fr/ventes_immobilieres/885829208.htm?ca=16_s,Daux,True,Maison 3 pièces 95 m²,3,d, Haute-Garonne ,31700,True,2315
d,285000,185,//www.leboncoin.fr/ventes_immobilieres/906291270.htm?ca=16_s,Caraman,True,Maison 5 pièces 185 m²,5,d, Haute-Garonne ,31460,True,1540
d,407800,200,//www.leboncoin.fr/ventes_immobilieres/751443922.htm?ca=16_s,Gragnague,True,Villa 7 pièces 200 m²,7,d, Haute-Garonne ,31380,True,2039
d,500000,160,//www.leboncoin.fr/ventes_immobilieres/751534892.htm?ca=16_s,Tournefeuille,True,Maison de ville 6 pièces 160 m²,6,d, Haute-Garonne ,31170,True,3125
d,344000,230,//www.leboncoin.fr/ventes_immobilieres/751730805.htm?ca=16_s,Miremont,True,Maison 6 pièces 230 m²,6,d, Haute-Garonne ,31190,True,1495
d,175000,160,//www.leboncoin.fr/ventes_immobilieres/922919597.htm?ca=16_s,VillefranchedeLauragais,True,Maison de ville 5 pièces 160 m²,5,d, Haute-Garonne ,31290,True,1093
,580000,170,//www.leboncoin.fr/ventes_immobilieres/923182852.htm?ca=16_s,Toulouse,True,Maison 5 pièces 170 m²,5,, Haute-Garonne ,31400,True,3411
,245000,95,//www.leboncoin.fr/ventes_immobilieres/632081375.htm?ca=16_s,Muret,True,Villa 5 pièces 95 m²,5,, Haute-Garonne ,31600,True,2578
d,315000,160,//www.leboncoin.fr/ventes_immobilieres/922848576.htm?ca=16_s,,True,Maison de 160 m² habitables avec garage et jardin,4,d,,31110,True,1968
,329000,175,//www.leboncoin.fr/ventes_immobilieres/906288808.htm?ca=16_s,Revel,True,Maison 5 pièces 175 m²,5,d, Haute-Garonne ,31250,True,1880
d,480000,120,//www.leboncoin.fr/ventes_immobilieres/923060901.htm?ca=16_s,Colomiers,True,Maison 5 pièces 120 m²,5,d, Haute-Garonne ,31770,True,4000
d,190000,100,//www.leboncoin.fr/ventes_immobilieres/876884288.htm?ca=16_s,Léguevin,True,Maison 5 pièces 100 m²,5,d, Haute-Garonne ,31490,True,1900
d,59500,78,//www.leboncoin.fr/ventes_immobilieres/790382519.htm?ca=16_s,Boussens,True,Maison de ville 3 pièces 78 m²,3,d, Haute-Garonne ,31360,True,762
d,328000,150,//www.leboncoin.fr/ventes_immobilieres/922845829.htm?ca=16_s,,True,Maison neuve de près de 150 m² habitables,4,d,,31110,True,2186
d,136000,200,//www.leboncoin.fr/ventes_immobilieres/922861649.htm?ca=16_s,Gardouch,True,Maison de village 5 pièces 200 m²,5,d, Haute-Garonne ,31290,True,680
,699000,257,//www.leboncoin.fr/ventes_immobilieres/923024584.htm?ca=16_s,Cornebarrieu,True,Maison 6 pièces 257 m²,6,, Haute-Garonne ,31700,True,2719
d,361000,140,//www.leboncoin.fr/ventes_immobilieres/922887352.htm?ca=16_s,CastanetTolosan,True,Villa 7 pièces 140 m²,7,d, Haute-Garonne ,31320,True,2578
d,265200,130,//www.leboncoin.fr/ventes_immobilieres/856124150.htm?ca=16_s,Lévignac,True,Maison 5 pièces 130 m²,5,d, Haute-Garonne ,31530,True,2040
d,349000,262,//www.leboncoin.fr/ventes_immobilieres/849304989.htm?ca=16_s,Lévignac,True,Maison 10 pièces 262 m²,10,d, Haute-Garonne ,31530,True,1332
d,290000,113,//www.leboncoin.fr/ventes_immobilieres/834506395.htm?ca=16_s,SaintJean,True,Maison 5 pièces 113 m²,5,d, Haute-Garonne ,31240,True,2566
d,340000,143,//www.leboncoin.fr/ventes_immobilieres/922918323.htm?ca=16_s,CastanetTolosan,True,Villa 5 pièces 143 m²,5,d, Haute-Garonne ,31320,True,2377
,160000,240,//www.leboncoin.fr/ventes_immobilieres/751452407.htm?ca=16_s,Bessières,True,Maison 1 pièce 240 m²,1,, Haute-Garonne ,31660,True,666
d,395000,120,//www.leboncoin.fr/ventes_immobilieres/923182923.htm?ca=16_s,Pibrac,True,Maison 7 pièces 120 m²,7,d, Haute-Garonne ,31820,True,3291
d,449000,134,//www.leboncoin.fr/ventes_immobilieres/922887519.htm?ca=16_s,Toulouse,True,Maison 5 pièces 134 m²,5,d, Haute-Garonne ,31400,True,3350
d,468000,195,//www.leboncoin.fr/ventes_immobilieres/751399144.htm?ca=16_s,Aussonne,True,Maison 6 pièces 195 m²,6,d, Haute-Garonne ,31840,True,2400
,100000,150,//www.leboncoin.fr/ventes_immobilieres/922830079.htm?ca=16_s,Marignac,True,Maison habitable + jardin avec grange à restaurer,6,, Haute-Garonne ,31440,True,666
,222000,64,//www.leboncoin.fr/ventes_immobilieres/865870679.htm?ca=16_s,SaintJean,True,Maison 3 pièces 64 m²,3,d, Haute-Garonne ,31240,True,3468
d,269900,150,//www.leboncoin.fr/ventes_immobilieres/922887681.htm?ca=16_s,SaliesduSalat,True,Maison 6 pièces 150 m²,6,d, Haute-Garonne ,31260,True,1799
d,267000,120,//www.leboncoin.fr/ventes_immobilieres/814103041.htm?ca=16_s,Aucamville,True,Villa 3 pièces 120 m²,3,d, Haute-Garonne ,31140,True,2225
d,265050,103,//www.leboncoin.fr/ventes_immobilieres/919439833.htm?ca=16_s,Colomiers,True,Maison 4 pièces 103 m²,4,d, Haute-Garonne ,31770,True,2573
d,170000,124,//www.leboncoin.fr/ventes_immobilieres/751796086.htm?ca=16_s,SaintGaudens,True,Maison 4 pièces 124 m²,4,d, Haute-Garonne ,31800,True,1370
d,180000,110,//www.leboncoin.fr/ventes_immobilieres/922826694.htm?ca=16_s,SaintJory,True,Maison de village avec terrain,5,d, Haute-Garonne ,31790,True,1636
d,248000,80,//www.leboncoin.fr/ventes_immobilieres/864153092.htm?ca=16_s,Castelginest,True,Villa 4 pièces 80 m²,4,d, Haute-Garonne ,31780,True,3100
d,199000,62,//www.leboncoin.fr/ventes_immobilieres/864153089.htm?ca=16_s,Castelginest,True,Villa 3 pièces 62 m²,3,d, Haute-Garonne ,31780,True,3209
d,230000,105,//www.leboncoin.fr/ventes_immobilieres/922824977.htm?ca=16_s,Lespinasse,True,Maison T4,4,d, Haute-Garonne ,31150,True,2190
d,563000,345,//www.leboncoin.fr/ventes_immobilieres/922823775.htm?ca=16_s,Cugnaux,True,Maison T5 avec piscine et sous sol Cugnaux,5,d, Haute-Garonne ,31270,True,1631
d,299000,155,//www.leboncoin.fr/ventes_immobilieres/923190874.htm?ca=16_s,Aucamville,True,Maison 6 pièces 155 m²,6,d, Haute-Garonne ,31140,True,1929
d,269900,180,//www.leboncoin.fr/ventes_immobilieres/922887734.htm?ca=16_s,Boussens,True,Maison 6 pièces 180 m²,6,d, Haute-Garonne ,31360,True,1499
,49000,51,//www.leboncoin.fr/ventes_immobilieres/923024764.htm?ca=16_s,Cazères,True,Maison de village 3 pièces 51 m²,3,d, Haute-Garonne ,31220,True,960
d,449000,190,//www.leboncoin.fr/ventes_immobilieres/922922627.htm?ca=16_s,CastanetTolosan,True,Maison 6 pièces 190 m²,6,d, Haute-Garonne ,31320,True,2363
d,273000,90,//www.leboncoin.fr/ventes_immobilieres/894433675.htm?ca=16_s,Toulouse,True,Toulouse 31500 calme villa non mitoyenne sur 330m²,4,d, Haute-Garonne ,31500,True,3033
d,233000,113,//www.leboncoin.fr/ventes_immobilieres/923147030.htm?ca=16_s,Lamasquère,True,Maison 4 pièces 113 m²,4,d, Haute-Garonne ,31600,True,2061
,199000,150,//www.leboncoin.fr/ventes_immobilieres/922949970.htm?ca=16_s,Cintegabelle,True,Maison 8 pièces 150 m²,8,, Haute-Garonne ,31550,True,1326
,73000,67,//www.leboncoin.fr/ventes_immobilieres/922861592.htm?ca=16_s,Nailloux,True,Maison 2 pièces 67 m²,2,, Haute-Garonne ,31560,True,1089
,265000,115,//www.leboncoin.fr/ventes_immobilieres/922799312.htm?ca=16_s,Eaunes,True,Maison Eaunes,5,, Haute-Garonne ,31600,True,2304
d,252000,90,//www.leboncoin.fr/ventes_immobilieres/900997625.htm?ca=16_s,Fontenilles,True,Villa 4 pièces 90 m²,4,d, Haute-Garonne ,31470,True,2800
d,434000,180,//www.leboncoin.fr/ventes_immobilieres/922833332.htm?ca=16_s,Colomiers,True,Maison 5 pièces 180 m²,5,d, Haute-Garonne ,31770,True,2411
d,399999,160,//www.leboncoin.fr/ventes_immobilieres/922831240.htm?ca=16_s,Toulouse,True,Maison 5 pièces 160 m²,5,d, Haute-Garonne ,31200,True,2499
d,262000,144,//www.leboncoin.fr/ventes_immobilieres/751532146.htm?ca=16_s,Rieux,True,Ferme 6 pièces 144 m²,6,d, Haute-Garonne ,31310,True,1819
d,990000,700,//www.leboncoin.fr/ventes_immobilieres/921344219.htm?ca=16_s,Muret,True,"Propriété de 700m2,2hect,15mn de toulouse",14,d, Haute-Garonne ,31600,True,1414
